id,cycle_enUS,cycle_zhCN,cycle_position,set_enUS,set_zhCN,set_position,settype_enUS,settype_zhCN,set_size,position,title_enUS,title_zhCN,stripped_title,text_enUS,text_zhCN,stripped_text,type_enUS,type_zhCN,subtype_enUS,subtype_zhCN,side_enUS,side_zhCN,faction_enUS,faction_zhCN,is_unique,deck_limit,advancement_requirement,agenda_point,base_link,minimum_deck_size,influence_limit,influence_cost,cost,strength,memory_cost,trash_cost,flavor_enUS,flavor_zhCN,quantity,extra_printing,illustrator,attribution,pronouns,pronunciation_ipa,pronunciation_approx,extra_face,narrative_enUS,designed_by,released_by,release_date
22047,Reign and Reverie,统治与空想,22,Reign and Reverie,统治与空想,1,Deluxe,豪华包,58,47,Eavesdrop,窃听,Eavesdrop,"Install Eavesdrop on a piece of ice as a hosted condition counter with the text ""Whenever the Runner encounters host ice, Trace[3]. If successful, give the Runner 1 tag.""",,"Install Eavesdrop on a piece of ice as a hosted condition counter with the text ""Whenever the Runner encounters host ice, Trace[3]. If successful, give the Runner 1 tag.""",Operation,事务,"Gray Ops,Condition","灰色行动,状态",Corp,公司,NBN,网际传媒,,3,,,,,,2,1,,,,"""No, the audio is fine. It just never seems to turn off.""",,3,0,Steve Hamilton,,,,,0,,fantasy_flight_games,fantasy_flight_games,2018-06-28
22048,Reign and Reverie,统治与空想,22,Reign and Reverie,统治与空想,1,Deluxe,豪华包,58,48,Attitude Adjustment,动态调整,Attitude Adjustment,"Draw 2 cards. Reveal up to 2 agendas in HQ and/or Archives. Gain 2[credit] for each agenda revealed, then shuffle those agendas into R&D.",,"Draw 2 cards. Reveal up to 2 agendas in HQ and/or Archives. Gain 2 credits for each agenda revealed, then shuffle those agendas into R&D.",Operation,事务,,,Corp,公司,NBN,网际传媒,,3,,,,,,2,2,,,,"""Good news, ma'am. The compliance training was completed with little resistance.""",,3,0,Priscilla Kim,,,,,0,,fantasy_flight_games,fantasy_flight_games,2018-06-28
22049,Reign and Reverie,统治与空想,22,Reign and Reverie,统治与空想,1,Deluxe,豪华包,58,49,Arella Salvatore,阿蕾拉·萨尔瓦托雷,Arella Salvatore,"Whenever an agenda is scored from this server, you may install a card from HQ, ignoring all costs, and place 1 advancement token on it.",,"Whenever an agenda is scored from this server, you may install a card from HQ, ignoring all costs, and place 1 advancement token on it.",Upgrade,升级,Sysop,管理员,Corp,公司,NBN,网际传媒,♦,3,,,,,,3,2,,,5,"""Cheers, Philbert.""",,3,0,Matt Zeilinger,,,,,0,,fantasy_flight_games,fantasy_flight_games,2018-06-28
22050,Reign and Reverie,统治与空想,22,Reign and Reverie,统治与空想,1,Deluxe,豪华包,58,50,The Outfit: Family Owned and Operated,芝路组织：家族生意,The Outfit: Family Owned and Operated,"Whenever you take 1 or more bad publicity, gain 3[credit].",,"Whenever you take 1 or more bad publicity, gain 3 credits.",Corp Identity,公司特性,Subsidiary,子公司,Corp,公司,Weyland Consortium,威兰财团,,1,,,,45,15,,,,,,We do things our way.,,1,0,Emilio Rodríguez,,,,,0,,fantasy_flight_games,fantasy_flight_games,2018-06-28
22051,Reign and Reverie,统治与空想,22,Reign and Reverie,统治与空想,1,Deluxe,豪华包,58,51,Broad Daylight,光天之下,Broad Daylight,"When you score this agenda, you may take 1 bad publicity. Place 1 agenda counter on this agenda for each bad publicity you have.
Once per turn → [click], <strong>hosted agenda counter:</strong> Do 2 meat damage.",,"When you score this agenda, you may take 1 bad publicity. Place 1 agenda counter on this agenda for each bad publicity you have. Once per turn -> click, hosted agenda counter: Do 2 meat damage.",Agenda,议案,"Security,Liability","防卫,负累",Corp,公司,Weyland Consortium,威兰财团,,3,4,2,,,,,,,,,,,3,0,Steve Hamilton,,,,,0,,fantasy_flight_games,fantasy_flight_games,2018-06-28
22052,Reign and Reverie,统治与空想,22,Reign and Reverie,统治与空想,1,Deluxe,豪华包,58,52,Drudge Work,苦工,Drudge Work,"Place 3 power counters on Drudge Work when it is rezzed. When there are no power counters left on Drudge Work, trash it.
[click], <strong>hosted power counter</strong>: Reveal an agenda in HQ or Archives. Gain credits equal to its agenda points, then shuffle it into R&D.",,"Place 3 power counters on Drudge Work when it is rezzed. When there are no power counters left on Drudge Work, trash it. click, hosted power counter: Reveal an agenda in HQ or Archives. Gain credits equal to its agenda points, then shuffle it into R&D.",Asset,资产,,,Corp,公司,Weyland Consortium,威兰财团,,3,,,,,,2,2,,,3,,,3,0,Emilio Rodríguez,,,,,0,,fantasy_flight_games,fantasy_flight_games,2018-06-28
22053,Reign and Reverie,统治与空想,22,Reign and Reverie,统治与空想,1,Deluxe,豪华包,58,53,Blockchain,区块链,Blockchain,"This ice gains ""[subroutine] Gain 1[credit] and the Runner loses 1[credit]."" before its other subroutines for every 2 faceup <strong>transaction</strong> operations in Archives.
[subroutine] Gain 1[credit] and the Runner loses 1[credit].
[subroutine] End the run.",,"This ice gains ""Subroutine Gain 1 credit and the Runner loses 1 credit."" before its other subroutines for every 2 faceup transaction operations in Archives. Subroutine Gain 1 credit and the Runner loses 1 credit. Subroutine End the run.",Ice,防火墙,Barrier,屏障,Corp,公司,Weyland Consortium,威兰财团,,3,,,,,,4,7,4,,,,,3,0,Mia Siergiejew,,,,,0,,fantasy_flight_games,fantasy_flight_games,2018-06-28
22054,Reign and Reverie,统治与空想,22,Reign and Reverie,统治与空想,1,Deluxe,豪华包,58,54,Formicary,蚁冢,Formicary,"Whenever the Runner approaches a server, you may rez this ice. If you do, move this ice to the innermost position protecting the approached server. The Runner moves to this ice and encounters it.
[subroutine] End the run unless the Runner suffers 2 net damage.",,"Whenever the Runner approaches a server, you may rez this ice. If you do, move this ice to the innermost position protecting the approached server. The Runner moves to this ice and encounters it. Subroutine End the run unless the Runner suffers 2 net damage.",Ice,防火墙,"Sentry,AP","警报,杀伤",Corp,公司,Weyland Consortium,威兰财团,,3,,,,,,2,2,2,,,"A place of decay and death, a plane out of phase, a place of monsters.",,3,0,Liiga Smilshkalne,,,,,0,,fantasy_flight_games,fantasy_flight_games,2018-06-28
22055,Reign and Reverie,统治与空想,22,Reign and Reverie,统治与空想,1,Deluxe,豪华包,58,55,Building Blocks,构建模块,Building Blocks,"Reveal a <strong>barrier</strong> from HQ. Install and rez it, ignoring all costs.",,"Reveal a barrier from HQ. Install and rez it, ignoring all costs.",Operation,事务,,,Corp,公司,Weyland Consortium,威兰财团,,3,,,,,,4,5,,,,"""It looks like a mistake but I'm pretty sure they leave the gaps on purpose."" -Gnat",,3,0,Ed Mattinian,,,,,0,,fantasy_flight_games,fantasy_flight_games,2018-06-28
22056,Reign and Reverie,统治与空想,22,Reign and Reverie,统治与空想,1,Deluxe,豪华包,58,56,Too Big to Fail,大而不倒,Too Big to Fail,"Play only if you have less than 10[credit].
Gain 7[credit] and take 1 bad publicity.",,Play only if you have less than 10 credits. Gain 7 credits and take 1 bad publicity.,Operation,事务,"Transaction,Liability","交易,负累",Corp,公司,Weyland Consortium,威兰财团,,3,,,,,,4,0,,,5,"""This is blackmail!""
""No, this is <em>extortion.</em>""",,3,0,Timur Shevtsov,,,,,0,,fantasy_flight_games,fantasy_flight_games,2018-06-28
22057,Reign and Reverie,统治与空想,22,Reign and Reverie,统治与空想,1,Deluxe,豪华包,58,57,Under the Bus,推入车底,Under the Bus,"Play only if the Runner accessed a card during their last turn.
Trash 1 installed <strong>connection</strong> resource and take 1 bad publicity.",,Play only if the Runner accessed a card during their last turn. Trash 1 installed connection resource and take 1 bad publicity.,Operation,事务,"Gray Ops,Liability","灰色行动,负累",Corp,公司,Weyland Consortium,威兰财团,,3,,,,,,3,1,,,,,,3,0,Timur Shevtsov,,,,,0,,fantasy_flight_games,fantasy_flight_games,2018-06-28
22058,Reign and Reverie,统治与空想,22,Reign and Reverie,统治与空想,1,Deluxe,豪华包,58,58,Lady Liberty,自由女神,Lady Liberty,"When your turn begins, place 1 power counter on Lady Liberty.
[click], [click], [click]: Add an agenda from HQ to your score area worth agenda points equal to the exact number of hosted power counters.
Limit 1 <strong>region</strong> per server.
Limit 1 per deck.",,"When your turn begins, place 1 power counter on Lady Liberty. click, click, click: Add an agenda from HQ to your score area worth agenda points equal to the exact number of hosted power counters. Limit 1 region per server. Limit 1 per deck.",Asset,资产,"Region,Ritzy","区域,豪华",Corp,公司,Neutral Corp,中立公司,♦,1,,,,,,0,5,,,4,,,1,0,Emilio Rodríguez,,,,,0,,fantasy_flight_games,fantasy_flight_games,2018-06-28
23001,Magnum Opus,巨作,23,Magnum Opus,巨作,1,Expansion,扩展,8,1,Labor Rights,劳工权益,Labor Rights,Trash the top 3 cards of your stack. Shuffle 3 cards from your heap into your stack. Draw 1 card. Remove this event from the game instead of trashing it.,销毁你的存储栈顶端的3张卡牌。将3张卡牌从你的堆阵洗入你的存储栈。抽1张卡牌。将本事件移出游戏，代替销毁之。,Trash the top 3 cards of your stack. Shuffle 3 cards from your heap into your stack. Draw 1 card. Remove this event from the game instead of trashing it.,Event,事件,,,Runner,潜袭者,Anarch,反叛者,,3,,,,,,2,0,,,,,<champion>由2017年欧洲锦标赛冠军Mike Sheehan设计</champion>,3,0,Amelie Hutt,Designed by 2017 European Champion Mike Sheehan,,,,0,,fantasy_flight_games,fantasy_flight_games,2018-09-07
23011,Magnum Opus,巨作,23,Magnum Opus,巨作,1,Expansion,扩展,8,6,Embolus,栓塞,Embolus,"When your turn begins, you may pay 1[credit] to place 1 power counter on this upgrade.
Whenever the Runner makes a successful run, remove 1 power counter from this upgrade.
<strong>Hosted power counter</strong>: End the run. Use this ability only during a run on this server.","当你的回合开始时，你可以支付1[credit]以放置1枚能量指示物到本升级上。
每当潜袭者进行一次成功的潜袭时，从本升级上移除1枚能量指示物。
<strong>所附载的能量指示物：</strong>终止本次潜袭。本能力仅能在对本服务器的潜袭中使用。","When your turn begins, you may pay 1 credit to place 1 power counter on this upgrade. Whenever the Runner makes a successful run, remove 1 power counter from this upgrade. Hosted power counter: End the run. Use this ability only during a run on this server.",Upgrade,升级,,,Corp,公司,Jinteki,人间会社,♦,3,,,,,,1,2,,,2,,<champion>由2016年GenCon锦标资冠军Dan D'Argenio设计</champion>,3,0,Mia Siergiejew,Designed by 2016 GenCon Champion Dan D'Argenio,,,,0,,fantasy_flight_games,fantasy_flight_games,2018-09-07
23013,Magnum Opus,巨作,23,Magnum Opus,巨作,1,Expansion,扩展,8,2,Crowdfunding,众筹,Crowdfunding,"When you install this resource, load 3[credit] onto it. When it is empty, trash it and draw 1 card.
When your turn begins, take 1[credit] from this resource.
When your turn ends, if you made at least 3 successful runs this turn and this card is in your heap, you may install it, ignoring all costs.","当你安装本资源时，填装3[credit]到本资源上。当其清空时，销毁之。
当你的回合开始时，从本资源上拿取1[credit]。
当你的回合结束时，如果你在本回合内进行过至少3次成功的潜袭并且本卡牌在你的堆阵，你可以安装之，忽略所有的费用。","When you install this resource, load 3 credits onto it. When it is empty, trash it and draw 1 card. When your turn begins, take 1 credit from this resource. When your turn ends, if you made at least 3 successful runs this turn and this card is in your heap, you may install it, ignoring all costs.",Resource,资源,"Seedy,Virtual","低劣,虚拟",Runner,潜袭者,Criminal,逆法者,,3,,,,,,3,0,,,,,<champion>由2017年GenCon锦标赛冠军Sam Suied设计</champion>,3,0,Mia Siergiejew,Designed by 2017 GenCon Champion Sam Suied,,,,0,,fantasy_flight_games,fantasy_flight_games,2018-09-07
23027,Magnum Opus,巨作,23,Magnum Opus,巨作,1,Expansion,扩展,8,5,Timely Public Release,适时公布,Timely Public Release,"When you score this agenda, place 1 agenda counter on it.
<strong>Hosted agenda counter</strong>: Install 1 piece of ice from HQ or Archives in any position protecting a server, ignoring all costs.","当你将本议案计分时，放置1枚议案指示物到本议案上。
<strong>所附载的议案指示物：</strong>从总部或档案库安装1层防火墙到保护一台服务器的任意位置，忽略所有的费用。","When you score this agenda, place 1 agenda counter on it. Hosted agenda counter: Install 1 piece of ice from HQ or Archives in any position protecting a server, ignoring all costs.",Agenda,议案,Initiative,原创,Corp,公司,Neutral Corp,中立公司,,3,4,2,,,,0,,,,,,<champion>由2015年世界锦标赛冠军Dan D'Argenio设计</champion>,3,0,Matt Zeilinger,Designed by 2015 World Champion Dan D'Argenio,,,,0,,fantasy_flight_games,fantasy_flight_games,2018-09-07
23045,Magnum Opus,巨作,23,Magnum Opus,巨作,1,Expansion,扩展,8,3,Slot Machine,老虎机,Slot Machine,"When the Runner encounters this ice, they put the top card of the stack on the bottom, then you reveal the top 3 cards of the stack.
[subroutine] The Runner loses 3[credit].
[subroutine] If you revealed 2 or more cards that share a type when this encounter began, gain 3[credit].
[subroutine] If you revealed 3 or more cards that share a type when this encounter began, place 3 advancement tokens on an installed card.","当潜袭者遭遇本防火墙时，其将存储栈顶端的卡牌加入存储栈底端，然后你展示存储栈顶端的3张卡牌。
[subroutine] 潜袭者失去3[credit]。
[subroutine] 如果遭遇开始时所展示的卡牌中有2张或更多卡牌具有相同的类型，获得3[credit]。
[subroutine] 如果遭遇开始时所展示的卡牌中有3张或更多卡牌具有相同的类型，放置3枚推进指示物到一张已安装的卡牌上。","When the Runner encounters this ice, they put the top card of the stack on the bottom, then you reveal the top 3 cards of the stack. Subroutine The Runner loses 3 credits. Subroutine If you revealed 2 or more cards that share a type when this encounter began, gain 3 credits. Subroutine If you revealed 3 or more cards that share a type when this encounter began, place 3 advancement tokens on an installed card.",Ice,防火墙,Code Gate,门禁,Corp,公司,NBN,网际传媒,,3,,,,,,1,3,5,,,,<champion>由2017年世界锦标赛冠军Jess Horig设计</champion>,3,0,Ed Mattinian,Designed by 2017 World Champion Jess Horig,,,,0,,fantasy_flight_games,fantasy_flight_games,2018-09-07
23054,Magnum Opus,巨作,23,Magnum Opus,巨作,1,Expansion,扩展,8,4,Border Control,边境管控,Border Control,"[trash]: End the run. Use this ability only during a run on this server.
[subroutine] Gain 1[credit] for each piece of ice protecting this server.
[subroutine] End the run.","[trash]<strong>：</strong>终止本次潜袭。本能力仅能在对本服务器的潜袭中使用。
[subroutine] 每有1层保护本服务器的防火墙，获得1[credit]。
[subroutine] 终止本次潜装。",trash: End the run. Use this ability only during a run on this server. Subroutine Gain 1 credit for each piece of ice protecting this server. Subroutine End the run.,Ice,防火墙,Barrier,屏障,Corp,公司,Weyland Consortium,威兰财团,,3,,,,,,3,4,1,,,,<champion>由2016年世界锦标赛冠军Chris Dyer设计</champion>,3,0,Adam S. Doyle,Designed by 2016 World Champion Chris Dyer,,,,0,,fantasy_flight_games,fantasy_flight_games,2018-09-07
23100,Magnum Opus,巨作,23,Magnum Opus,巨作,1,Expansion,扩展,8,7,Watch the World Burn,望世将焚,Watch the World Burn,"After you resolve this event, end your action phase.
Make a run on a remote server. If successful, remove the first non-agenda card that you access from the game.
Until the game ends, whenever you access a copy of that card, remove it from the game.
Limit 1 per deck.","在你结算本事件后，结束你的行动阶段。
对远程服务器进行一次潜袭。如果成功，将你所读取到的第一张非议案卡牌移出游戏。
直到游戏结束，当你读取到与该卡牌相同的卡牌时，将其移出游戏。
每套牌组限制1张。","After you resolve this event, end your action phase. Make a run on a remote server. If successful, remove the first non-agenda card that you access from the game. Until the game ends, whenever you access a copy of that card, remove it from the game. Limit 1 per deck.",Event,事件,"Orgcrime,Run,Terminal","黑社会,潜袭,终止",Runner,潜袭者,Neutral Runner,中立潜袭者,,1,,,,,,1,3,,,,,<champion>由巨作第1日A组玩家设计</champion>,1,0,Emilio Rodríguez,Designed by the Day 1A players at Magnum Opus,,,,0,,fantasy_flight_games,fantasy_flight_games,2018-09-07
23101,Magnum Opus,巨作,23,Magnum Opus,巨作,1,Expansion,扩展,8,8,Hired Help,受雇帮手,Hired Help,"As an additional cost to run this server, the Runner must trash 1 agenda from their score area. Ignore this ability if the Runner made a successful run on HQ this turn.
Limit 1 per deck.","作为潜袭本服务器的额外费用，潜袭者必须从他/她分数区中销毁一个议案。如果潜袭者本回合已对总部进行过成功的潜袭时，忽略本能力。
每套牌组限制1张。","As an additional cost to run this server, the Runner must trash 1 agenda from their score area. Ignore this ability if the Runner made a successful run on HQ this turn. Limit 1 per deck.",Upgrade,升级,"Orgcrime,Enforcer","黑社会,执法者",Corp,公司,Neutral Corp,中立公司,,1,,,,,,1,1,,,3,,<champion>由巨作第1日B组玩家设计</champion>,1,0,Matt Zeilinger,Designed by the Day 1B players at Magnum Opus,,,,0,,fantasy_flight_games,fantasy_flight_games,2018-09-07
24001,NAPD Multiplayer,NAPD 多人模式,24,NAPD Multiplayer,NAPD多人模式,1,Promo,宣传,1,1,Cyber Bureau: Keeping the Peace,赛博处：维持和平,Cyber Bureau: Keeping the Peace,"You draw a starting hand of 10 cards.
Before taking your first turn, install up to 5 cards, ignoring all install costs. Rez any number of them, lowering the total rez cost among all cards by 20. Flip this identity.
Detective's Bureau: Upholding the Law
The first time the Runner initiates a run each turn, force the Runner to lose 1[credit] for each agenda point in his or her score area, then you gain 1[credit] for each credit lost.
[click]: Gain 3[credit] or draw 3 cards.",,"You draw a starting hand of 10 cards. Before taking your first turn, install up to 5 cards, ignoring all install costs. Rez any number of them, lowering the total rez cost among all cards by 20. Flip this identity. Detective's Bureau: Upholding the Law The first time the Runner initiates a run each turn, force the Runner to lose 1 credit for each agenda point in his or her score area, then you gain 1 credit for each credit lost. click: Gain 3 credits or draw 3 cards.",Corp Identity,公司特性,Police Department,警局,Corp,公司,Neutral Corp,中立公司,,1,,,,40,,,,,,,,,1,0,"Amelie Hutt, Dmitry Burmak",,,,,0,,fantasy_flight_games,fantasy_flight_games,2018-09-07
25001,System Core 2019,系统核心 2019,25,System Core 2019,系统核心2019,1,Core,核心包,147,1,Reina Roja: Freedom Fighter,雷娜·罗娅：自由战士,Reina Roja: Freedom Fighter,The first piece of ice the Corp rezzes each turn costs 1[credit] more to rez.,每回合公司激活的第一层防火墙的激活费用加1[credit]。,The first piece of ice the Corp rezzes each turn costs 1 credit more to rez.,Runner Identity,潜袭者特性,"Cyborg,G-mod","半机械人,转基因人",Runner,潜袭者,Anarch,反叛者,,1,,,1,45,15,,,,,,"""Analyzing the board won't help. Your mistake was thinking we're playing the same game.""",,1,0,Matt Zeilinger,,she/her,,,0,,fantasy_flight_games,null_signal_games,2018-12-21
25002,System Core 2019,系统核心 2019,25,System Core 2019,系统核心2019,1,Core,核心包,147,2,Quetzal: Free Spirit,绿咬鹃：不羁灵魂,Quetzal: Free Spirit,Once per turn → <strong>0[credit]:</strong> Break 1 <strong>barrier</strong> subroutine.,0[credit]<strong>：</strong>破解1条<strong>屏障</strong>子进程。本能力每回合仅限使用一次。,Once per turn -> 0[credit]: Break 1 barrier subroutine.,Runner Identity,潜袭者特性,G-mod,转基因人,Runner,潜袭者,Anarch,反叛者,,1,,,0,45,15,,,,,,"""Why should we be slaves to our genetic heritage?""",,1,0,Matt Zeilinger,,any,,,0,,fantasy_flight_games,null_signal_games,2018-12-21
25003,System Core 2019,系统核心 2019,25,System Core 2019,系统核心2019,1,Core,核心包,147,3,Queen's Gambit,皇后开局,Queen's Gambit,"As an additional cost to play this event, spend [click].
Place up to 3 advancement counters on 1 unrezzed card in the root of a remote server. Gain 2[credit] for each counter placed this way. You cannot access that card for the remainder of the turn.",,"As an additional cost to play this event, spend click. Place up to 3 advancement counters on 1 unrezzed card in the root of a remote server. Gain 2 credits for each counter placed this way. You cannot access that card for the remainder of the turn.",Event,事件,Double,双重,Runner,潜袭者,Anarch,反叛者,,3,,,,,,3,0,,,,,,1,0,Matt Zeilinger,,,,,0,,fantasy_flight_games,null_signal_games,2018-12-21
25004,System Core 2019,系统核心 2019,25,System Core 2019,系统核心2019,1,Core,核心包,147,4,Quest Completed,任务达成,Quest Completed,"Play only if you made a successful run on R&D, HQ, and Archives this turn.
Access 1 installed card (non-ice).",,"Play only if you made a successful run on R&D, HQ, and Archives this turn. Access 1 installed card (non-ice).",Event,事件,,,Runner,潜袭者,Anarch,反叛者,,3,,,,,,2,0,,,,"That moment of bliss. That feeling of accomplishment. That certainty of purpose.
What's next?",,1,0,Gong Studios,,,,,0,,fantasy_flight_games,null_signal_games,2018-12-21
25005,System Core 2019,系统核心 2019,25,System Core 2019,系统核心2019,1,Core,核心包,147,5,Retrieval Run,检索式潜袭,Retrieval Run,"Run Archives. If successful, instead of breaching Archives, you may install 1 program from your heap, ignoring all costs.",潜袭档案库。如果成功，你可以从你的堆阵安装1个程序，忽略所有的费用，代替侵入档案库。,"Run Archives. If successful, instead of breaching Archives, you may install 1 program from your heap, ignoring all costs.",Event,事件,Run,潜袭,Runner,潜袭者,Anarch,反叛者,,3,,,,,,2,3,,,,,,2,0,Outland Entertainment LLC,,,,,0,,fantasy_flight_games,null_signal_games,2018-12-21
25006,System Core 2019,系统核心 2019,25,System Core 2019,系统核心2019,1,Core,核心包,147,6,Run Amok,横冲直撞,Run Amok,"Make a run. When the run ends, trash 1 piece of ice that was rezzed during this run.",,"Make a run. When the run ends, trash 1 piece of ice that was rezzed during this run.",Event,事件,"Run,Sabotage","潜袭,破坏",Runner,潜袭者,Anarch,反叛者,,3,,,,,,3,3,,,,"""While there have been other anti-corporation movements before, like the Maroon Wave, this new one is different. It's organized."" -Ramesh Gupta, One World Economy",,1,0,RC Torres,,,,,0,,fantasy_flight_games,null_signal_games,2018-12-21
25007,System Core 2019,系统核心 2019,25,System Core 2019,系统核心2019,1,Core,核心包,147,7,Stimhack,狂热式入侵,Stimhack,"Place 9[credit] on this event, then run any server. During that run, hosted credits are considered to be in your credit pool. When that run ends, suffer 1 core damage. This damage cannot be prevented.",,"Place 9 credits on this event, then run any server. During that run, hosted credits are considered to be in your credit pool. When that run ends, suffer 1 core damage. This damage cannot be prevented.",Event,事件,Run,潜袭,Runner,潜袭者,Anarch,反叛者,,3,,,,,,1,0,,,,,,1,0,Andreas Zafiratos,,,,,0,,fantasy_flight_games,null_signal_games,2018-12-21
25008,System Core 2019,系统核心 2019,25,System Core 2019,系统核心2019,1,Core,核心包,147,8,Cyberfeeder,赛博补给器,Cyberfeeder,"1[recurring-credit]
Use this credit to pay for using <strong>icebreakers</strong> or for installing <strong>virus</strong> programs.",,1 recurring credit Use this credit to pay for using icebreakers or for installing virus programs.,Hardware,硬件,Chip,芯片,Runner,潜袭者,Anarch,反叛者,,3,,,,,,1,2,,,,I feel almost naked without it.,,2,0,Gong Studios,,,,,0,,fantasy_flight_games,null_signal_games,2018-12-21
25009,System Core 2019,系统核心 2019,25,System Core 2019,系统核心2019,1,Core,核心包,147,9,Patchwork,补丁,Patchwork,"+1[mu]
[interrupt], once per turn → When you would play or install a card, you may trash 1 card from your grip. If you do, instead play or install that card paying 2[credit] less.
Limit 1 <strong>console</strong> per player.",,"+1 mu Interrupt, once per turn -> When you would play or install a card, you may trash 1 card from your grip. If you do, instead play or install that card paying 2[credit] less. Limit 1 console per player.",Hardware,硬件,Console,控制台,Runner,潜袭者,Anarch,反叛者,♦,3,,,,,,3,4,,,,,,2,0,Simon Boxer,,,,,0,,fantasy_flight_games,null_signal_games,2018-12-21
25010,System Core 2019,系统核心 2019,25,System Core 2019,系统核心2019,1,Core,核心包,147,10,Corroder,腐蚀者,Corroder,"Interface → <strong>1[credit]:</strong> Break 1 <strong>barrier</strong> subroutine.
<strong>1[credit]:</strong> +1 strength.","对接 → <strong>1[credit]：</strong>破解1条<strong>屏障</strong>子进程。
<strong>1[credit]：</strong>强度+1。",Interface -> 1 credit: Break 1 barrier subroutine. 1 credit: +1 strength.,Program,程序,"Icebreaker,Fracter","破解器,分解模块",Runner,潜袭者,Anarch,反叛者,,3,,,,,,2,2,2,1,,"""If at first you don't succeed, boost its strength and try again."" -g00ru",,3,0,Mike Nesbitt,,,,,0,,fantasy_flight_games,null_signal_games,2018-12-21
25011,System Core 2019,系统核心 2019,25,System Core 2019,系统核心2019,1,Core,核心包,147,11,Datasucker,数据吸食虫,Datasucker,"Whenever you make a successful run on a central server, place 1 virus counter on Datasucker.
<strong>Hosted virus counter:</strong> Rezzed piece of ice currently being encountered has -1 strength until the end of the encounter.",,"Whenever you make a successful run on a central server, place 1 virus counter on Datasucker. Hosted virus counter: Rezzed piece of ice currently being encountered has -1 strength until the end of the encounter.",Program,程序,Virus,病毒,Runner,潜袭者,Anarch,反叛者,,3,,,,,,1,1,,1,,,,2,0,Liiga Smilshkalne,,,,,0,,fantasy_flight_games,null_signal_games,2018-12-21
25012,System Core 2019,系统核心 2019,25,System Core 2019,系统核心2019,1,Core,核心包,147,12,Force of Nature,自然之力,Force of Nature,"Interface → <strong>2[credit]:</strong> Break up to 2 <strong>code gate</strong> subroutines.
<strong>1[credit]:</strong> +1 strength.",,Interface -> 2 credits: Break up to 2 code gate subroutines. 1 credit: +1 strength.,Program,程序,"Icebreaker,Decoder","破解器,解码模块",Runner,潜袭者,Anarch,反叛者,,3,,,,,,1,5,1,1,,It always strikes twice.,,2,0,Liiga Smilshkalne,,,,,0,,fantasy_flight_games,null_signal_games,2018-12-21
25013,System Core 2019,系统核心 2019,25,System Core 2019,系统核心2019,1,Core,核心包,147,13,Imp,小恶魔,Imp,"When you install this program, place 2 virus counters on it.
Access, once per turn → <strong>Hosted virus counter:</strong> Trash the card you are accessing.","当你安装本程序时，放置2枚病毒指示物到本程序上。
读取 → <strong>所附载的病毒指示物：</strong>销毁你正在读取的卡牌。本能力每回合仅限使用一次。","When you install this program, place 2 virus counters on it. Access, once per turn -> Hosted virus counter: Trash the card you are accessing.",Program,程序,Virus,病毒,Runner,潜袭者,Anarch,反叛者,,3,,,,,,3,2,,1,,Something wicked this way comes.,,2,0,Wen Xiaodong,,,,,0,,fantasy_flight_games,null_signal_games,2018-12-21
25014,System Core 2019,系统核心 2019,25,System Core 2019,系统核心2019,1,Core,核心包,147,14,Lamprey,七腮鳗,Lamprey,"Whenever you make a successful run on HQ, the Corp loses 1[credit].
Trash Lamprey if the Corp purges virus counters.",,"Whenever you make a successful run on HQ, the Corp loses 1 credit. Trash Lamprey if the Corp purges virus counters.",Program,程序,Virus,病毒,Runner,潜袭者,Anarch,反叛者,,3,,,,,,2,1,,1,,,,2,0,Smirtouille,,,,,0,,fantasy_flight_games,null_signal_games,2018-12-21
25015,System Core 2019,系统核心 2019,25,System Core 2019,系统核心2019,1,Core,核心包,147,15,Mimic,变脸者,Mimic,Interface → <strong>1[credit]:</strong> Break 1 <strong>sentry</strong> subroutine.,对接 → <strong>1[credit]：</strong>破解1条<strong>警报</strong>子进程。,Interface -> 1 credit: Break 1 sentry subroutine.,Program,程序,"Icebreaker,Killer","破解器,断路模块",Runner,潜袭者,Anarch,反叛者,,3,,,,,,1,3,3,1,,November 5th: the day when all would see the corrupt machinations of the corporate oligarchy.,,3,0,Matt Zeilinger,,,,,0,,fantasy_flight_games,null_signal_games,2018-12-21
25016,System Core 2019,系统核心 2019,25,System Core 2019,系统核心2019,1,Core,核心包,147,16,Ice Carver,凿墙者,Ice Carver,"While you are encountering a piece of ice, it gets −1 strength.",在你遭遇一层防火墙的期间，该防火墙的强度-1。,"While you are encountering a piece of ice, it gets -1 strength.",Resource,资源,Virtual,虚拟,Runner,潜袭者,Anarch,反叛者,♦,3,,,,,,3,3,,,,"In the public consciousness, there's a hard line between corp and runner. In the real world, things are a little more porous. The corps need the best hackers to run their networks, and some of the best hackers are ex-runners who like the idea of a regular paycheck. But sometimes things run the other way, and someone on the inside makes something like this.",,1,0,Adam S. Doyle,,,,,0,,fantasy_flight_games,null_signal_games,2018-12-21
